SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;PARAM4_1;PARAM4_2;Profit;Loss deals;Profit deals;Maximum loss in profit deals
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-1000000.0;87.92839605409655;297.0;516.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-1500000.0;88.34403286504245;297.0;516.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-2000000.0;87.27571043463008;295.0;518.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-2500000.0;86.89573286378489;295.0;517.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-3000000.0;86.87556813640263;295.0;518.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-3500000.0;89.61443468996022;297.0;526.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-4000000.0;97.75993432377963;297.0;528.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-4500000.0;90.6097466469859;308.0;540.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-5000000.0;122.37308728846511;307.0;552.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-5500000.0;142.36599724370913;304.0;553.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-6000000.0;145.3551075836757;301.0;555.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-6500000.0;186.74671667457767;288.0;574.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-7000000.0;197.01221241202006;287.0;575.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-7500000.0;191.72120948222033;287.0;575.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-8000000.0;166.06407218115092;290.0;576.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-8500000.0;188.77854477030837;287.0;581.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-9000000.0;178.62137056058796;290.0;582.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-9500000.0;179.72737478585978;287.0;575.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-10000000.0;178.82324583650714;287.0;575.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-10500000.0;179.33670281604273;287.0;575.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-11000000.0;194.18066287889766;284.0;578.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-11500000.0;198.85404268560555;283.0;587.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-12000000.0;198.63272461511954;283.0;587.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-12500000.0;187.98075274414734;283.0;587.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-13000000.0;187.32070830055477;282.0;599.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;3.0;8.0;500000.0;-13500000.0;190.9154032669716;281.0;606.0;-11.823576041444706
