SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;PARAM4_1;PARAM4_2;Profit;Loss deals;Profit deals;Maximum loss in profit deals
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-6000000.0;312.5489707444641;291.0;691.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-6500000.0;310.87283607576524;284.0;692.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-7000000.0;291.0624603386939;291.0;688.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-7500000.0;296.43528679623824;300.0;695.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-8000000.0;280.4747461204714;302.0;705.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-8500000.0;284.99387567753075;323.0;704.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-9000000.0;280.1930737291385;323.0;709.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-9500000.0;286.7642649491609;309.0;703.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-10000000.0;279.71041143466243;310.0;700.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-10500000.0;284.8341437556023;297.0;699.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-11000000.0;291.88145635553025;293.0;697.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-11500000.0;272.4533510318371;296.0;689.0;-15.953737043098744
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-12000000.0;256.260647364882;292.0;644.0;-15.953737043098744
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-12500000.0;286.0276356348758;281.0;634.0;-15.953737043098744
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-13000000.0;286.0276356348758;281.0;634.0;-15.953737043098744
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-13500000.0;291.4152258487646;272.0;641.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-14000000.0;283.99053893512496;273.0;647.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-14500000.0;260.9028119015455;271.0;648.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-15000000.0;262.18555148771577;275.0;650.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-15500000.0;263.9629153120843;275.0;650.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-16000000.0;233.8420674252318;275.0;640.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-16500000.0;230.72627849209516;268.0;640.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-17000000.0;225.09844185274312;267.0;606.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-17500000.0;242.89861226050164;259.0;587.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-18000000.0;217.78290745683842;256.0;590.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-18500000.0;209.9166664460694;258.0;572.0;-17.541724941724947
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;15.0;18.0;3000000.0;-19000000.0;214.57628068449318;259.0;579.0;-17.541724941724947
