SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;Profit;Loss deals;Profit deals;Maximum loss in profit deals
6.0;18.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;26.95823387375802;588.0;1051.0;-9.494885361552024
6.0;18.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;12.529681607442889;651.0;1043.0;-8.086601908529232
6.0;18.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;-17.84951661798587;557.0;884.0;-8.39601300273108
6.0;18.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;48.0078114373446;500.0;795.0;-8.39601300273108
6.0;18.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;81.75348555956272;491.0;820.0;-9.494885361552024
6.0;21.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;73.51084657157466;548.0;970.0;-8.196547838276121
6.0;21.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;93.98449522342875;505.0;893.0;-8.39601300273108
6.0;21.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;96.2117421408019;503.0;969.0;-8.39601300273108
6.0;21.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;157.19820632560888;457.0;921.0;-8.39601300273108
6.0;21.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;40.893860943640135;564.0;1025.0;-8.086601908529232
6.0;21.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;70.8993105105096;518.0;906.0;-8.39601300273108
6.0;21.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;97.83563951047577;507.0;922.0;-9.219981357512069
6.0;21.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;96.76349778768342;531.0;959.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;21.415526980651258;651.0;1076.0;-8.196547838276121
6.0;21.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;32.521687413803846;535.0;927.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;63.49207323691451;496.0;835.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;84.79350557873744;578.0;1030.0;-8.39601300273108
