SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;PARAM4_1;PARAM4_2;Profit;Loss deals;Profit deals;Maximum loss in profit deals
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;4.0;-1000000.0;100000.0;-47.2084042023544;495.0;292.0;-6.86877794832614
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;6.0;-1000000.0;100000.0;-70.43619264386147;593.0;348.0;-4.937303613221951
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;8.0;-1000000.0;100000.0;-103.46015246431185;627.0;409.0;-4.937303613221951
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;10.0;-1000000.0;100000.0;-156.02836879012781;585.0;419.0;-4.937303613221951
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;12.0;-1000000.0;100000.0;-138.17075705194168;522.0;431.0;-11.952385054583223
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;14.0;-1000000.0;100000.0;-125.12920223737508;510.0;486.0;-11.952385054583223
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;16.0;-1000000.0;100000.0;-124.56717288339092;479.0;463.0;-6.86877794832614
3.0;6.0;0.4;0.4;400.0;500.0;12.0;13.0;3.0;18.0;-1000000.0;100000.0;-93.87348340442429;452.0;465.0;-4.997536831980455
